HUD_ID,PROJECT,PROJ_ADD,PROJ_CTY,PROJ_ST,PROJ_ZIP,LATITUDE,LONGITUDE,FIPS2020,N_UNITS,LI_UNITS,YR_PIS,YR_ALLOC,NON_PROF,BASIS,BOND,FMHA_515,CREDIT,HOME_AMT,CDBG_AMT,HPVI_AMT,NONPROG,
"PAA00000001","328 N HOLLY (IMANI)","328 N HOLLY ST","PHILADELPHIA",PA,"19104",39.959195,-75.205986,"42101009200",1,,8888,8888,,,,,,,,,,
"PAA00000003","400 MAIN","400 MAIN ST","TOWANDA",PA,"18848",41.766197,-76.443326,"42015951000",38,,8888,2013,,,,,,,,,,
"PAA00000004","509 ASHBOURNE ROAD","1509 ASHBOURNE RD","ELKINS PARK",PA,"19027",40.070389,-75.131732,"42091202302",85,,8888,8888,,,,,,,,,,
"PAA00000006","9TH & BERKS STREET TOD","1900 N NINTH ST","PHILADELPHIA",PA,"19122",39.980685,-75.148969,"42101037700",53,,8888,2011,,,,,,,,,,
"PAA00000007","AARON MICHAELS PLACE","","ERIE",PA,"",,,"42XXXXXXXXX",18,,8888,8888,,,,,,,,,,
"PAA00000008","ABC TAMAQUA HI-RISE","222 E BROAD ST","TAMAQUA",PA,"18252",40.797236,-75.966902,"42107002700",106,,8888,8888,,,,,,,,,,
"PAA00000009","ADDISON TERRACE PHASE 1","2136 ELMORE SQ","PITTSBURGH",PA,"",,,"42XXXXXXXXX",80,,8888,2012,,,,,,,,,,
"PAA00000011","ALLEGHENY COMMONS EAST","255 E OHIO ST","PITTSBURGH",PA,"15212",40.452897,-80.002987,"42003562700",130,,8888,2003,,,,,,,,,,
"PAA00000012","ALLENTOWN NATIONAL BANK","15 N SEVENTH ST","ALLENTOWN",PA,"18101",40.602868,-75.471725,"42077009700",63,,8888,2004,,,,,,,,,,
"PAA00000013","ALLEQUIPPA TERRACE PHASE 1A","","PITTSBURGH",PA,"15221",40.4366,-79.8777,"42003564700",201,,8888,8888,,,,,,,,,,
"PAA00000014","ALLEQUIPPA TERRACE PHASE 1B","","PITTSBURGH",PA,"",,,"42XXXXXXXXX",104,,8888,8888,,,,,,,,,,
"PAA00000015","ALLISON HILL SOUTH","","HARRISBURG",PA,"17102",40.27,-76.9032,"42043020500",27,,8888,8888,,,,,,,,,,
"PAA00000016","ALMOND STREET COMMONS","1207 ALMOND ST","WILLIAMSPORT",PA,"17701",41.254232,-76.988072,"42081000100",24,,8888,8888,,,,,,,,,,
"PAA00000018","ARLINGTON MANOR APTS","801 ARLINGTON DR","GREENVILLE",PA,"16125",41.348222,-80.407934,"42085032402",48,,8888,8888,,,,,,,,,,
"PAA00000021","ASTER PLACE APTS","","LITITZ",PA,"17543",40.1518,-76.2988,"42XXXXXXXXX",66,,8888,8888,,,,,,,,,1,
"PAA00000022","BANCROFT COURT","1604 W ALLEGHENY AVE","PHILADELPHIA",PA,"19132",40.0019,-75.156539,"42101020101",60,,8888,8888,,,,,,,,,,
"PAA00000025","BELMONT AFFORDABLE HSNG IV","878 N 41ST 4114 PARRISH 855","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",7,,8888,8888,,,,,,,,,,
"PAA00000026","BENSALEM VETERANS APTS","3063 MECHANICSVILLE RD","BENSALEM",PA,"19020",40.11224,-74.95201,"42017100208",40,,8888,2012,,,,,,,,,,
"PAA00000027","CAMBRIDGE SQUARE APTS","200 CAMBRIDGE SQ DR","MONROEVILLE",PA,"15146",40.4157,-79.7891,"42003521302",204,,8888,8888,,,,,,,,,,
"PAA00000028","CANAL PARK APTS","602 CANAL PARK","EASTON",PA,"18042",40.679984,-75.223439,"42XXXXXXXXX",27,,8888,8888,,,,,,,,,1,
"PAA00000031","CARSON RETIREMENT RESIDENCE","2850 E CARSON ST","PITTSBURGH",PA,"15203",40.425276,-79.964586,"42003160900",69,,8888,8888,,,,,,,,,,
"PAA00000032","CEDAR VILLAGE APTS","4234 DORNEY PARK RD","ALLENTOWN",PA,"18104",40.576779,-75.542409,"42077006101",50,,8888,8888,,,,,,,,,,
"PAA00000033","CENTRAL PA MHA/SUMMARY","32 WHISPER CREEK DR STE 5","LEWISBURG",PA,"17837",40.9878,-77.0056,"42119090502",283,,8888,8888,,,,,,,,,,
"PAA00000036","CHURCH STREET COMMONS","12 E CHURCH ST","LOCK HAVEN",PA,"17745",41.136276,-77.449138,"42XXXXXXXXX",33,,8888,8888,,,,,,,,,1,
"PAA00000038","COBBS CREEK APTS","","PHILADELPHIA",PA,"19122",39.979,-75.1418,"42101015600",85,,8888,8888,,,,,,,,,,
"PAA00000039","COUNTRY COMMONS","3338 RICHLIEU RD","BENSALEM",PA,"19020",40.125192,-74.957392,"42XXXXXXXXX",352,,8888,8888,,,,2,,0,0,0,1,
"PAA00000040","CRAWFORD ROBERTS","","PITTSBURGH",PA,"15221",40.4366,-79.8777,"42XXXXXXXXX",103,,8888,8888,,,,,,,,,1,
"PAA00000042","CRICKET COURT COMMONS","430507549 W MANHEIM ST","PHILADELPHIA",PA,"19144",40.0337,-75.176,"42101024100",143,,8888,8888,,,,,,,,,,
"PAA00000043","CUMBERLAND GARDENS","501 E CUMBERLAND ST","ALLENTOWN",PA,"18103",40.592574,-75.442998,"42077000600",70,,8888,2013,,,,,,,,,,
"PAA00000044","CUMBERLAND POINTE","ROCKY RD","MECHANICSBURG",PA,"17055",40.1938,-76.9719,"42041011500",113,,8888,8888,,,,,,,,,,
"PAA00000045","DADS HOUSE & SAFE HAVEN","506 N ST CLAIR ST","PITTSBURGH",PA,"15206",40.467464,-79.925802,"42003111300",14,,8888,8888,,,,,,,,,,
"PAA00000046","DARBY COURT APTS","896 MAIN ST","DARBY",PA,"19023",39.918408,-75.262143,"42045402500",27,,8888,8888,,,,,,,,,,
"PAA00000047","DARBY TOWNHOUSES","BURTON AVE","SHARON HILL",PA,"",39.9071,-75.2684,"42045402800",166,,8888,8888,,,,,,,,,,
"PAA00000049","DAWES MANOR SR HOUSING","1450 THIRD AVE","NEW BRIGHTON",PA,"15066",40.728311,-80.308555,"42007605400",24,,8888,2004,,,,,,,,,,
"PAA00000050","DAWN RIDGE","GIANT LN & SAMUELS DR","CARLISLE",PA,"",,,"42XXXXXXXXX",58,,8888,2013,,,,2,,0,0,0,,
"PAA00000052","DELAWARE TERRACE SENIOR","","EASTON",PA,"18042",40.6639,-75.2384,"42095014600",40,,8888,8888,,,,,,,,,,
"PAA00000054","DELAWARE TOWER APTS","100 SMALLACOMBE DR","SCRANTON",PA,"18508",41.448049,-75.679413,"42069101800",107,,8888,8888,,,,,,,,,,
"PAA00000055","DENVER VALLEY ESTATES","99 MONROE ST","DENVER",PA,"17517",40.230174,-76.128539,"42071010102",34,,8888,8888,,,,,,,,,,
"PAA00000059","DOWNTOWN REVIVAL HOPE VI","","COATESVILLE",PA,"",,,"42XXXXXXXXX",22,,8888,8888,,,,,,,,,,
"PAA00000061","DUBOIS SENIOR APTS","54 W LONG AVE","DU BOIS",PA,"15801",41.119031,-78.762448,"42033330300",39,,8888,8888,,,,,,,,,,
"PAA00000063","EAST HILLS PARK APTS","2115 PARK HILL DR","PITTSBURGH",PA,"15221",40.453093,-79.874106,"42003130600",91,,8888,2003,,,,,,,,,,
"PAA00000064","EAST LIBERTY PLACE-NORTH","115 N BEATTY ST","PITTSBURGH",PA,"15206",40.462734,-79.926735,"42003111500",38,,8888,8888,,,,,,,,,,
"PAA00000065","EASTGATE APTS","EAST GATE DR","CARLISLE",PA,"",,,"42XXXXXXXXX",40,,8888,8888,,,,,,,,,,
"PAA00000068","EDWARDSVILLE APTS","9 BEVERLY DR","EDWARDSVILLE",PA,"18704",41.269598,-75.905862,"42079213200",248,,8888,2004,,,,,,,,,,
"PAA00000073","FARMERS MARKET APTS","401 W COMMONS","PITTSBURGH",PA,"15212",40.449984,-80.007093,"42003562700",71,,8888,8888,,,,,,,,,,
"PAA00000075","FARRELL HOMES","411 ROEMER BLVD","FARRELL",PA,"16121",41.211773,-80.503036,"42085033400",44,,8888,2011,,,,,,,,,,
"PAA00000076","FLEETWOOD SENIOR HOUSING","701 E LOCUST ST","FLEETWOOD",PA,"19522",40.460332,-75.803292,"42011013600",33,,8888,8888,,,,,,,,,,
"PAA00000077","FOX HILL SENIOR APTS","TBD-PARCEL 13-3162 BENNER PI","BELLEFONTE",PA,"16823",40.9128,-77.7692,"42027011102",48,,8888,8888,,,,,,,,,,
"PAA00000078","FOXWOOD MANOR APTS","2180 VETERANS HWY","LEVITTOWN",PA,"19056",40.137094,-74.886163,"42017100811",228,,8888,8888,,,,,,,,,,
"PAA00000079","FRANKLIN PLACE","200 FRANKLIN PL","BLOOMSBURG",PA,"17815",41.010662,-76.458713,"42037051102",24,,8888,8888,,,,,,,,,,
"PAA00000080","FRANKLIN ST APTS","55 W FRANKLIN ST","EPHRATA",PA,"17522",40.178723,-76.179249,"42XXXXXXXXX",41,,8888,8888,,,,,,,,,1,
"PAA00000082","FREELAND ELDERLY HOUSING","403 RIDGE ST","FREELAND",PA,"18224",41.015256,-75.898342,"42079216700",63,,8888,2005,,,,,,,,,,
"PAA00000083","GARFIELD HEIGHTS","","PITTSBURGH",PA,"",,,"42XXXXXXXXX",70,,8888,8888,,,,,,,,,,
"PAA00000084","GARFIELD HEIGHTS PHASE 4","242 FERN ST","PITTSBURGH",PA,"15224",40.470969,-79.93484,"42003101900",41,,8888,8888,,,,,,,,,,
"PAA00000085","GATEWAY ON MAIN","606 E MAIN ST","LANSDALE",PA,"19446",40.235074,-75.273183,"42091200903",60,,8888,2013,,,,,,,,,,
"PAA00000086","GERALDINE APTS","521 DELAWARE RD","FREDONIA",PA,"",41.31822,-80.253969,"42085032403",23,,8888,8888,,,,,,,,,,
"PAA00000087","GOGGLE WORKS APTS","100 110 N SECOND 101 PEAR ST","READING",PA,"19601",40.3459,-75.9355,"42011001000",17,,8888,8888,,,,,,,,,,
"PAA00000089","GOODWILL MANOR","601 MCMILLAN ST","BRIDGEVILLE",PA,"15017",40.354872,-80.110084,"42003457200",49,,8888,8888,,,,,,,,,,
"PAA00000090","GRACE PLACE-PUNXSUTAWNEY","105 N GILPIN ST","PUNXSUTAWNEY",PA,"15767",40.943732,-78.972753,"42065951300",24,,8888,8888,,,,,,,,,,
"PAA00000091","GRANDVIEW MANORS","4210 DAVISON AVE","ERIE",PA,"16504",42.109878,-80.030342,"42049002700",142,,8888,8888,,,,,,,,,,
"PAA00000093","GREYSTONE APTS","106 S SEVENTH ST","ALLENTOWN",PA,"18101",40.600593,-75.471116,"42077009700",24,,8888,8888,,,,,,,,,,
"PAA00000094","HAMILTON ST (627)","627 HAMILTON ST","ALLENTOWN",PA,"18101",40.602633,-75.470799,"42XXXXXXXXX",30,,8888,8888,,,,,,,,,1,
"PAA00000095","HANOVER RESIDENCE","261 N FRANKLIN ST","HANOVER",PA,"17331",39.802589,-76.987799,"42133022100",70,,8888,8888,,,,,,,,,,
"PAA00000097","HANOVER VILLAGE APTS","HANOVER VILLAGE","WILKES BARRE",PA,"",41.2135,-75.8993,"42XXXXXXXXX",151,,8888,2004,,,,,,,,,1,
"PAA00000098","HART PHASE 2B","N BRADFORD E","ALLENTOWN",PA,"",,,"42XXXXXXXXX",50,,8888,8888,,,,,,,,,,
"PAA00000099","HAWTHORNE PLACE APTS","2253 HAWTHORNE AVE","PITTSBURGH",PA,"15218",40.421315,-79.880879,"42003515100",11,,8888,8888,,,,,,,,,,
"PAA00000101","HELP PHILADELPHIA","6100 EASTWICK AVE","PHILADELPHIA",PA,"19142",39.922834,-75.220528,"42101006700",63,,8888,8888,,,,,,,,,,
"PAA00000102","HERITAGE HEIGHTS","50 FIRST ST","DANVILLE",PA,"17821",40.9636,-76.6171,"42093050300",76,,8888,8888,,,,,,,,,,
"PAA00000103","HERITAGE POINTE SENIOR APTS","131 RIVERS EDGE DR","MATAMORAS",PA,"18336",41.354812,-74.709626,"42103950104",90,,8888,8888,,,,,,,,,,
"PAA00000104","HICKMAN EXPANSION","326 N WALNUT ST","WEST CHESTER",PA,"19380",39.963406,-75.606061,"42029302300",60,,8888,8888,,,,,,,,,,
"PAA00000105","HIGH STREET MANOR (PHILADELPHIA)","81 E HIGH ST","PHILADELPHIA",PA,"19144",40.03938,-75.177526,"42101025200",15,,8888,8888,,,,,,,,,,
"PAA00000107","HIGHLAND VILLAGE","YMCA DR & I6N","EDINBORO",PA,"",,,"42XXXXXXXXX",36,,8888,2012,,,,2,,0,0,0,,
"PAA00000108","HILLTOP APTS","517 ROOSEVELT ST","EDWARDSVILLE",PA,"18704",41.275504,-75.909865,"42079213300",200,,8888,8888,,,,,,,,,,
"PAA00000109","HISTORIC MOLLY PITCHER","13 S HANOVER ST","CARLISLE",PA,"17013",40.200733,-77.189,"42041012200",8,,8888,2013,,,,,,,,,,
"PAA00000111","HOLMES SCHOOL","5429 CHESTNUT ST","PHILADELPHIA",PA,"19139",39.959212,-75.229871,"42101008500",42,,8888,8888,,,,,,,,,,
"PAA00000114","HOPE HAVEN","2826 W DIAMOND ST","PHILADELPHIA",PA,"19121",39.987562,-75.179798,"42101015102",10,,8888,8888,,,,,,,,,,
"PAA00000115","HUNTINGTON PARK APTS","108 HUNTINGTON PARK DR","BOALSBURG",PA,"16827",40.780035,-77.766408,"42027011800",42,,8888,8888,,,,,,,,,,
"PAA00000116","IMPACT VETERANS & FAMILY HOUSING","1952 E ALLEGHENY AVE","PHILADELPHIA",PA,"19134",39.99464,-75.112004,"42101017800",26,,8888,2013,,,,,,,,,,
"PAA00000117","IVEY LANE APTS","16 IVEY LN","HARRISBURG",PA,"17104",40.250481,-76.85306,"42043021400",135,,8888,8888,,,,,,,,,,
"PAA00000119","JAMESTOWN VILLAGE","300 LACKAWANNA ST","READING",PA,"19601",40.353812,-75.956446,"42011000200",272,,8888,2004,,,,,,,,,,
"PAA00000124","KAIROS HOUSE","1440 N BROAD ST","PHILADELPHIA",PA,"19121",39.975282,-75.158885,"42101014000",36,,8888,8888,,,,,,,,,,
"PAA00000125","KANE COMMONS","610 N FRALEY ST","KANE",PA,"16735",41.671342,-78.814305,"42XXXXXXXXX",32,,8888,8888,,,,,,,,,1,
"PAA00000126","KEITH HILL TOP TERRACE","1318 19TH AVE","ALTOONA",PA,"16601",40.519761,-78.408297,"42013100500",45,,8888,8888,,,,,,,,,,
"PAA00000127","KEYSTONE PLACE APTS","","SCRANTON",PA,"18505",41.3827,-75.6723,"42069102900",80,,8888,8888,,,,,,,,,,
"PAA00000129","LANDISVILLE PROJECT","170 ELIZABETH ST","LANDISVILLE",PA,"17538",40.094127,-76.426352,"42071011504",24,,8888,8888,,,,,,,,,,
"PAA00000134","LIH WALNUT","","PHILADELPHIA",PA,"19122",39.979,-75.1418,"42101015600",32,,8888,8888,,,,,,,,,,
"PAA00000137","LINDEN CREST APTS","100 LINDEN ST","CLARKS SUMMIT",PA,"18411",41.493194,-75.697913,"42069110500",80,,8888,8888,,,,,,,,,,
"PAA00000138","LINDLEY COURT","5017 N 13TH ST","PHILADELPHIA",PA,"19141",40.029408,-75.144372,"42101028300",48,,8888,2013,,,,2,,0,0,0,,
"PAA00000140","LOFTS AT BREWERYTOWN","3000 W MASTER ST","PHILADELPHIA",PA,"19121",39.977712,-75.185017,"42XXXXXXXXX",61,,8888,2003,,,,,,,,,1,
"PAA00000141","LUCIEN E BLACKWELL HMS PHASE II","","PHILADELPHIA",PA,"19122",39.979,-75.1418,"42101015600",80,,8888,8888,,,,,,,,,,
"PAA00000142","LUCIEN E BLACKWELL HMS PHASE III","","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",50,,8888,8888,,,,,,,,,,
"PAA00000143","MACLAY APTS","","HARRISBURG",PA,"",,,"42XXXXXXXXX",222,,8888,8888,,,,,,,,,,
"PAA00000145","MANCHESTER PHASE III","1100 SHEFFIELD ST","PITTSBURGH",PA,"15233",40.454216,-80.021041,"42003565200",18,,8888,8888,,,,,,,,,,
"PAA00000146","MANCHESTER PHASE IV","","PITTSBURGH",PA,"",,,"42XXXXXXXXX",23,,8888,8888,,,,,,,,,,
"PAA00000147","MANTUA PHASE I","N 35TH BETWEEN WALLACE","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",50,,8888,8888,,,,,,,,,,
"PAA00000148","MANTUA PHASE II","3516 FAIRMOUNT AVE","PHILADELPHIA",PA,"19104",39.965998,-75.193696,"42101010900",51,,8888,8888,,,,,,,,,,
"PAA00000149","MARKET SQUARE INDEPENDENT LVNG","N EIGHTH CT ST","READING",PA,"",,,"42XXXXXXXXX",85,,8888,8888,,,,,,,,,,
"PAA00000150","MARSHALL SHEPARD VILLAGE","","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",80,,8888,8888,,,,,,,,,,
"PAA00000151","MCKEES ROCKS TERRACE HOPE VI P","","MC KEES ROCKS",PA,"15136",40.466,-80.0727,"42003463900",55,,8888,8888,,,,,,,,,,
"PAA00000154","MEADOWS AT FOREST GLEN","100 PARK RIDGE PL","PITTSBURGH",PA,"15221",40.416825,-79.845836,"42003563900",20,,8888,8888,,,,,,,,,,
"PAA00000155","MELVIN COURT/CHURCHILL APTS","","PITTSBURGH",PA,"15221",40.4366,-79.8777,"42003564700",43,,8888,8888,,,,,,,,,,
"PAA00000157","MERIDIAN POINT SENIOR APTS","112 CONFER VISTA DR","UNIONTOWN",PA,"15401",39.923954,-79.730394,"42051261700",80,,8888,8888,,,,,,,,,,
"PAA00000158","METOWERS","1001 NEW BRIGHTON RD","PITTSBURGH",PA,"15202",40.501535,-80.062572,"42003432300",97,,8888,8888,,,,,,,,,,
"PAA00000161","MOON TOWNSHIP DEV PROJECT","100 PILLAR DR","CORAOPOLIS",PA,"15108",40.508271,-80.214069,"42003451105",41,,8888,8888,,,,,,,,,,
"PAA00000162","MOUNT PLEASANT APTS","","HARRISBURG",PA,"17102",40.27,-76.9032,"42043020500",48,,8888,8888,,,,,,,,,,
"PAA00000163","MOUNT VERNON MANOR","3311 WALLACE ST","PHILADELPHIA",PA,"19104",39.965529,-75.190559,"42101010900",75,,8888,8888,,,,,,,,,,
"PAA00000164","MT SINAI APTS","430 REED ST","PHILADELPHIA",PA,"19147",39.930719,-75.15255,"42101002701",38,,8888,8888,,,,,,,,,,
"PAA00000165","NEGLEY NEIGHBORHOOD APTS","","PITTSBURGH",PA,"",,,"42XXXXXXXXX",41,,8888,8888,,,,,,,,,,
"PAA00000167","NEIGHBORHOOD RESTORATION X","","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",50,,8888,8888,,,,,,,,,,
"PAA00000171","NEUMANN NORTH SENIOR HOUSING","1741 FRANKFORD AVE","PHILADELPHIA",PA,"",39.975337,-75.132411,"42101015800",67,,8888,2005,,,,,,,,,,
"PAA00000173","NEW HOPE MANOR","N SUGAN RD RT 179","NEW HOPE",PA,"",,,"42XXXXXXXXX",38,,8888,8888,,,,,,,,,,
"PAA00000175","NEWPORT HOTEL SENIOR HOUSING","","NEWPORT",PA,"",,,"42XXXXXXXXX",13,,8888,8888,,,,,,,,,,
"PAA00000176","NEWPORT SQUARE APTS","9 S SECOND ST","NEWPORT",PA,"17074",40.477612,-77.130254,"42099030202",11,,8888,8888,,,,,,,,,,
"PAA00000179","NITZA TUFINO TOWNHOMES","1942 N FRONT ST","PHILADELPHIA",PA,"19122",39.979593,-75.133502,"42101015700",25,,8888,2013,,,,,,,,,,
"PAA00000180","NORRIS APTS","2037 N 11TH ST","PHILADELPHIA",PA,"19122",39.983247,-75.151212,"42101037700",51,,8888,8888,,,,,,,,,,
"PAA00000181","NORTH 11TH STREET","2700 N 11TH ST","PHILADELPHIA",PA,"19133",39.993535,-75.149404,"42101017400",43,,8888,8888,,,,,,,,,,
"PAA00000182","NORTH TOWANDA SENIOR CITIZENS","COLONIAL DR","TOWANDA",PA,"18848",41.7426,-76.4093,"42015951000",30,,8888,8888,,,,,,,,,,
"PAA00000185","OAK BOTTOM VILLAGE III","GROFFDALE DR","QUARRYVILLE",PA,"17566",39.8493,-76.1654,"42071014601",18,,8888,8888,,,,,,,,,,
"PAA00000186","OAK HILL APT PHSE II WADSWORTH","","PITTSBURGH",PA,"",,,"42XXXXXXXXX",50,,8888,8888,,,,,,,,,,
"PAA00000187","OAK HILL PHASE 1D","","PITTSBURGH",PA,"15221",40.4366,-79.8777,"42003564700",59,,8888,8888,,,,,,,,,,
"PAA00000188","OAK HOLLOW APTS","OAK HOLLOW DR","COLUMBIA",PA,"",40.0409,-76.4938,"42071011300",48,,8888,8888,,,,,,,,,,
"PAA00000189","OAK STREET REPLACEMENT HSNG","330 E LINCOLN HWY","COATESVILLE",PA,"19320",39.983661,-75.819193,"42029305600",66,,8888,8888,,,,,,,,,,
"PAA00000190","OAKSHIRE SENIOR APTS","350 LACKAWANNA ST","READING",PA,"19601",40.356199,-75.951882,"42011000200",90,,8888,8888,,,,,,,,,,
"PAA00000191","OLDE TOWNE MANOR SAMUEL PEIRCE","109 S SIXTH ST","PERKASIE",PA,"18944",40.373355,-75.296069,"42017102401",15,,8888,8888,,,,,,,,,,
"PAA00000194","ORANGE VILLAGE","200 ORANGE DR","HERMITAGE",PA,"16148",41.253178,-80.51252,"42085033300",81,,8888,2013,,,,2,,0,0,0,,
"PAA00000195","ORCHARD PARK","1000 CATHERINE ST","DUQUESNE",PA,"15110",40.3611,-79.848,"42003486900",44,,8888,2013,,,,2,,0,0,0,,
"PAA00000196","ORCHARD RUN APTS","101 MACINTOSH WAY","CHAMBERSBURG",PA,"17201",39.919528,-77.65053,"42055010800",48,,8888,8888,,,,,,,,,,
"PAA00000197","OSUN VILLAGE","2308 GRAYS FERRY AVE","PHILADELPHIA",PA,"19146",39.945049,-75.180258,"42101001302",16,,8888,8888,,,,,,,,,,
"PAA00000198","PARK CREST TERRACE APTS","1400 MARTIN ST","STATE COLLEGE",PA,"16803",40.802775,-77.888775,"42027011503",240,,8888,8888,,,,,,,,,,
"PAA00000199","PASCHALL VILLAGE PHASE I","7200 WOODLAND AVE","PHILADELPHIA",PA,"19142",39.91876,-75.243714,"42101006300",50,,8888,8888,,,,,,,,,,
"PAA00000200","PASCHALL VILLAGE PHASE II","7200 WOODLAND AVE","PHILADELPHIA",PA,"19142",39.91876,-75.243714,"42101006300",50,,8888,8888,,,,,,,,,,
"PAA00000201","PAVILION","3901 CONSHOHOCKEN AVE","PHILADELPHIA",PA,"19131",40.002902,-75.20765,"42101012201",295,,8888,8888,,,,,,,,,,
"PAA00000202","PCAH/HADDINGTON DEVELOPMENT","","PHILADELPHIA",PA,"19122",39.979,-75.1418,"42XXXXXXXXX",21,,8888,8888,,,,,,,,,1,
"PAA00000203","PENN STREET APTS","501 PENN ST","CHESTER",PA,"19013",39.847143,-75.363687,"42045405000",15,,8888,8888,,,,,,,,,,
"PAA00000204","PENNSBURG COMMONS","998 E TENTH ST","PENNSBURG",PA,"18073",40.391232,-75.485198,"42091207800",50,,8888,8888,,,,,,,,,,
"PAA00000205","PHILIPS PLACE","216 N SECOND ST","PHILIPSBURG",PA,"16866",40.897737,-78.222816,"42027010300",24,,8888,8888,,,,,,,,,,
"PAA00000207","PORT RICHMOND MODEL HOMES","","PHILADELPHIA",PA,"19122",39.979,-75.1418,"42101015600",32,,8888,8888,,,,,,,,,,
"PAA00000208","POST & PADDOCK APTS","4200 WOODHAVEN RD","PHILADELPHIA",PA,"19154",40.082046,-74.96725,"42101036203",109,,8888,8888,,,,,,,,,,
"PAA00000209","POTTS APTS","5550 CROMWELL ST","ORBISONIA",PA,"17243",40.208,-77.9528,"42061951200",18,,8888,8888,,,,,,,,,,
"PAA00000210","RICHARD ALLEN","1015 PARRISH ST","PHILADELPHIA",PA,"19123",39.967571,-75.153439,"42101013200",178,,8888,8888,,,,,,,,,,
"PAA00000211","RITTENHOUSE SCHOOL","1705 LOCUST ST","NORRISTOWN",PA,"19401",40.128865,-75.331379,"42091203602",48,,8888,8888,,,,,,,,,,
"PAA00000212","RIVERCREST APTS","OAK HOLLOW DR","COLUMBIA",PA,"",40.0409,-76.4938,"42071011300",56,,8888,8888,,,,,,,,,,
"PAA00000213","RIVERSIDE SENIOR APTS","158 N 23RD ST","PHILADELPHIA",PA,"19103",39.957507,-75.1773,"42101000300",149,,8888,8888,,,,,,,,,,
"PAA00000214","RIVERVIEW MANOR","15 W CONNELLY BLVD","SHARON",PA,"16146",41.230919,-80.508376,"42085033200",122,,8888,8888,,,,,,,,,,
"PAA00000215","RIVERVIEW POINT APTS","131 MAIN ST","CATAWISSA",PA,"17820",40.953411,-76.464055,"42037051300",64,,8888,8888,,,,,,,,,,
"PAA00000216","ROCK LEDGE","481 W FOURTH ST","LOCK HAVEN",PA,"17745",41.134373,-77.462104,"42XXXXXXXXX",34,,8888,8888,,,,,,,,,1,
"PAA00000217","ROSEWOOD APTS","100 BIRCH PL","BERWICK",PA,"18603",41.046993,-76.257734,"42037050700",86,,8888,8888,,,,,,,,,,
"PAA00000218","ROSEWOOD COMMONS","200 HILL RD","DENVER",PA,"17517",40.231206,-76.09712,"42071012501",56,,8888,8888,,,,,,,,,,
"PAA00000220","ROTHROCK SCHOOL APTS","280 W HOLIDAY ST","MC VEYTOWN",PA,"17051",40.499063,-77.743648,"42087960500",28,,8888,8888,,,,,,,,,,
"PAA00000221","ROWAN HOMES PHASE II","","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",31,,8888,8888,,,,,,,,,,
"PAA00000222","SARAH STREET TOWNHOUSES","2850 E CARSON ST","PITTSBURGH",PA,"15203",40.425276,-79.964586,"42003160900",30,,8888,8888,,,,,,,,,,
"PAA00000224","SECOND EAST HILLS PHASE I","2206 E HILLS DR","PITTSBURGH",PA,"15221",40.454981,-79.871644,"42003130600",117,,8888,2004,,,,,,,,,,
"PAA00000226","SECOND EAST HILLS PHASE II","2320 E HILLS DR","PITTSBURGH",PA,"15221",40.456373,-79.871413,"42003130600",82,,8888,2005,,,,,,,,,,
"PAA00000228","SELLERSVILLE COURT","PINE SILVER STS","SELLERSVILLE",PA,"",,,"42XXXXXXXXX",20,,8888,2004,,,,,,,,,,
"PAA00000229","SENIOR VILLAGE AT LAMOKIN","600 EDWARDS ST","CHESTER",PA,"19013",39.84134,-75.382554,"42045405200",40,,8888,8888,,,,,,,,,,
"PAA00000230","SEVENTH AVENUE PLACE","501 SEVENTH AVE","BEAVER FALLS",PA,"15010",40.746625,-80.319875,"42007601200",20,,8888,8888,,,,,,,,,,
"PAA00000231","SHARON HILL COMMONS","","SHARON HILL",PA,"19079",39.9071,-75.2684,"42045402800",51,,8888,8888,,,,,,,,,,
"PAA00000232","SHARSWOOD APTS","","PHILADELPHIA",PA,"19122",39.979,-75.1418,"42XXXXXXXXX",70,,8888,8888,,,,,,,,,1,
"PAA00000234","SHFT","AKA HOPE GARDENS","AMBLER",PA,"19002",40.1606,-75.2086,"42091201410",8,,8888,8888,,,,,,,,,,
"PAA00000240","SOUTH SIXTH ST REVITAL PROJECT","401 S SIXTH ST","JEANNETTE",PA,"15644",40.32639,-79.621057,"42129802800",18,,8888,8888,,,,,,,,,,
"PAA00000241","SOUTH THIRD STREET APTS","104 S THIRD ST","EASTON",PA,"18042",40.689616,-75.208798,"42095014400",22,,8888,8888,,,,,,,,,,
"PAA00000242","SOUTHWARK PLAZA","401 WASHINGTON AVE","PHILADELPHIA",PA,"19147",39.934653,-75.151515,"42XXXXXXXXX",470,,8888,8888,,,,,,,,,1,
"PAA00000243","SPRING GARDEN REVITALIZATION","","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",85,,8888,8888,,,,,,,,,,
"PAA00000244","ST JOHN THE EVANGELIST HOUSE","1212 LUDLOW ST","PHILADELPHIA",PA,"19107",39.95122,-75.160957,"42101000500",79,,8888,8888,,,,,,,,,,
