HUD_ID,PROJECT,PROJ_ADD,PROJ_CTY,PROJ_ST,PROJ_ZIP,LATITUDE,LONGITUDE,FIPS2020,N_UNITS,LI_UNITS,YR_PIS,YR_ALLOC,NON_PROF,BASIS,BOND,FMHA_515,CREDIT,HOME_AMT,CDBG_AMT,HPVI_AMT,NONPROG,
"PAA19970020","ANDALUSIA SENIOR HOUSING","1086 BRISTOL PIKE","BENSALEM",PA,"19020",40.069117,-74.969153,"42017100103",36,36,1997,1997,1,2,2,2,1,500000,0,,,
"PAA19970025","ANTHONY COURT","345 IRON ST","BLOOMSBURG",PA,"17815",41.001963,-76.453412,"42037051200",24,24,1997,1996,2,2,2,2,1,0,0,,,
"PAA19970027","APARTMENTS AT GREENFIELDS","WOLF ST","ORWIGSBURG",PA,"",,,"42XXXXXXXXX",36,33,1997,1997,2,2,2,1,3,0,0,,,
"PAA19970035","ASPEN-OLIVE RESIDENCE","3602A ASPEN ST","PHILADELPHIA",PA,"19104",39.967041,-75.195857,"42XXXXXXXXX",22,22,1997,1995,2,1,2,2,1,0,0,,1,
"PAA19970040","BLAKESTONE HOUSING","6657 BLAKEMORE ST","PHILADELPHIA",PA,"19119",40.059215,-75.17789,"42101025400",19,19,1997,1996,1,2,2,2,3,0,670900,,,
"PAA19970042","CEDAR ACRES APTS","33 CEDARVIEW DR","MIFFLINTOWN",PA,"17059",40.576397,-77.365916,"42067070102",32,31,1997,1997,2,2,2,1,3,0,0,,,
"PAA19970045","CHESTNUT POINTE","3655 CHAMBERS HILL RD","HARRISBURG",PA,"17111",40.247294,-76.824307,"42043022902",104,104,1997,1995,2,2,2,2,1,0,0,,,
"PAA19970050","COMMUNITY HOUSING FOR THE ELDERLY","5333 N 13TH ST","PHILADELPHIA",PA,"19141",40.033902,-75.143369,"42101028200",24,24,1997,1995,2,2,2,2,3,0,0,,,
"PAA19970055","DELAWARE RUN","603 AVE H","MATAMORAS",PA,"18336",41.367371,-74.705588,"42103950103",36,36,1997,1996,2,2,2,2,1,032454,27000,,,
"PAA19970060","EATON AVENUE APTS","1102 EATON AVE","BETHLEHEM",PA,"18018",40.633875,-75.396724,"42077009100",50,50,1997,1996,1,2,2,2,1,0,0,,,
"PAA19970065","FARMINGTON MANOR","300 HARVEST LN","SHIPPENSBURG",PA,"17257",40.047251,-77.504006,"42XXXXXXXXX",70,70,1997,1995,2,1,2,2,1,0,0,,1,
"PAA19970070","FRANKLIN & NOBLE MANOR","43 E NOBLE AVE","SHOEMAKERSVILLE",PA,"19555",40.501546,-75.96864,"42011013702",18,18,1997,1996,1,2,2,2,1,0,0,,,
"PAA19970075","GARFIELD JUBILEE REHAB PROJECT","112 N FAIRMOUNT ST","PITTSBURGH",PA,"15206",40.464589,-79.931993,"42XXXXXXXXX",18,18,1997,1995,1,1,2,2,3,0,0,,1,
"PAA19970080","GIRARDVILLE TOWER","100 N SECOND ST","GIRARDVILLE",PA,"17935",40.792118,-76.28333,"42107000901",16,16,1997,1996,2,1,2,1,1,0,0,,,
"PAA19970082","GOODWILL NEIGHBORHOOD RESIDEN","600 BEECH ST","SCRANTON",PA,"18505",41.39529,-75.666004,"42069102600",36,36,1997,1996,2,2,2,2,3,0,0,,,
"PAA19970085","GREENFIELD ESTATES","231 CAMP ST","ELIZABETHVILLE",PA,"17023",40.5458,-76.824671,"42043025200",24,24,1997,1995,2,2,2,2,1,0,0,,,
"PAA19970090","HADDINGTON HOUSING INITIATIVE","323 N 55TH ST","PHILADELPHIA",PA,"19139",39.966189,-75.2296,"42XXXXXXXXX",21,21,1997,1995,1,1,2,2,1,281745,710669,,1,
"PAA19970095","HAMILTON MANOR APTS","4225 MANOR DR","STROUDSBURG",PA,"18360",40.953851,-75.281679,"42XXXXXXXXX",40,40,1997,1995,2,2,2,2,3,500000,0,0,1,
"PAA19970100","HELLERTOWN ELDERLY APTS","950 FRONT ST","HELLERTOWN",PA,"18055",40.582363,-75.343226,"42095017901",47,47,1997,1996,1,2,2,2,1,0,0,,,
"PAA19970105","HILLSIDE HEIGHTS","HILLSIDE HTS","MILLERSBURG",PA,"17061",40.5718,-76.932,"42043025300",24,24,1997,1995,2,2,2,2,1,0,0,,,
"PAA19970110","HOWARD JONES MANOR II","232 PLYMOUTH AVE","BATH",PA,"18014",40.724321,-75.393893,"42095016600",34,34,1997,1996,1,2,2,2,1,0,0,,,
"PAA19970115","JAMESON COURT","820 N 44TH ST","PHILADELPHIA",PA,"19104",39.967424,-75.211393,"42101010500",72,71,1997,1995,2,1,2,2,1,500000,0,,,
"PAA19970120","JEFFERSON PLACE","201 HIGH ST","PHOENIXVILLE",PA,"19460",40.14,-75.5144,"42029300600",25,25,1997,1996,2,2,2,2,3,0,0,,,
"PAA19970125","JOHNNIE TILLMAN TOWNHOUSES","328 W MASTER ST","PHILADELPHIA",PA,"19122",39.972281,-75.141644,"42XXXXXXXXX",23,23,1997,1995,1,1,2,2,1,0,759000,,1,
"PAA19970130","KINGS VILLAGE","2710 TITAN ST","PHILADELPHIA",PA,"19146",39.937112,-75.189021,"42101003300",21,21,1997,1996,2,1,2,2,1,0,0,,,
"PAA19970132","LAKE CITY APTS","1055 CHERRY ST","LAKE CITY",PA,"16423",42.023681,-80.347537,"42049010201",44,44,1997,1997,2,2,2,1,3,0,0,,,
"PAA19970135","LEHIGH PARK APTS PHASE II","2622 N LAWRENCE ST","PHILADELPHIA",PA,"19133",39.991103,-75.139674,"42XXXXXXXXX",48,48,1997,1995,1,1,2,2,1,0,0,,1,
"PAA19970140","LOCK HAVEN COMMONS","706 E WATER ST","LOCK HAVEN",PA,"17745",41.136892,-77.433318,"42035030600",24,24,1997,1996,2,1,2,2,1,160000,0,,,
"PAA19970152","MCFARLAND APTS","200 CRESCENT ST","HARRISBURG",PA,"17104",40.262435,-76.87158,"42043021300",49,49,1997,1996,2,1,2,2,3,0,0,,,
"PAA19970155","MIDDLECREEK VILLAGE APTS","3140 FREEBURG RD","KREAMER",PA,"",,,"42XXXXXXXXX",12,12,1997,1997,2,2,2,1,3,0,0,,,
"PAA19970160","PARKWAY II","59 E WILEY ST","HOMER CITY",PA,"15748",40.540794,-79.158704,"42063961700",10,10,1997,1996,1,2,2,2,1,321756,0,,,
"PAA19970165","PHEASANT GLEN APTS","447 W CLINTON AVE","STATE COLLEGE",PA,"16803",40.798371,-77.887326,"42XXXXXXXXX",92,92,1997,1994,2,1,2,2,1,0,0,,1,
"PAA19970170","ROSE SQUARE APTS","504 MCCORMICK AVE","CONNELLSVILLE",PA,"15425",40.022067,-79.588539,"42051260800",11,11,1997,1995,2,2,2,2,1,336300,0,,,
"PAA19970175","ROWAN HOUSE","325 N 39TH ST","PHILADELPHIA",PA,"19104",39.960037,-75.199742,"42101009100",26,26,1997,1995,1,1,2,2,1,0,0,,,
"PAA19970180","ROYAL HOMES","2514 MCCAIN AVE","ERIE",PA,"16510",42.128435,-80.02951,"42049001600",15,15,1997,1995,2,2,2,2,1,0,0,,,
"PAA19970185","SCHOOLHOUSE AT DUQUESNE","135 S SIXTH ST","DUQUESNE",PA,"15110",40.3796,-79.8542,"42003486700",55,54,1997,1996,2,2,2,2,3,0,0,,,
"PAA19970195","SOUTH 55 ST APTS","800 S 55TH ST","PHILADELPHIA",PA,"19143",39.948203,-75.233639,"42101008101",20,20,1997,1995,2,2,2,2,3,0,660000,,,
"PAA19970200","STATION HOUSE APTS","2601 N BROAD ST","PHILADELPHIA",PA,"19132",39.992056,-75.154743,"42XXXXXXXXX",108,108,1997,1996,2,1,2,2,3,0,0,,1,
"PAA19970205","STEVENS AFFORDABLE HOUSING","65 W LOUTHER ST","CARLISLE",PA,"17013",40.203327,-77.190583,"42041012200",17,17,1997,1996,1,2,2,2,1,481000,0,,,
"PAA19970210","SUMMIT HILL SCHOOL APTS","128 W HAZARD ST","SUMMIT HILL",PA,"18250",40.826526,-75.874229,"42025020302",24,24,1997,1995,2,2,2,2,1,0,0,,,
"PAA19970215","SUMMIT HILLS","375 S ROCKFORD RD","MOUNTVILLE",PA,"17554",40.042316,-76.446243,"42XXXXXXXXX",60,60,1997,1996,1,2,2,2,1,950000,0,,1,
"PAA19970220","TIOGA AFFORDABLE HOUSING ONE","1607 W TIOGA ST","PHILADELPHIA",PA,"19140",40.006778,-75.155388,"42101020101",7,7,1997,1997,2,1,2,2,1,0,0,,,
"PAA19970225","TYLER RUN APTS","2105 KNOBHILL RD","YORK",PA,"17403",39.933644,-76.69456,"42133022702",80,79,1997,1995,1,2,2,2,1,0,0,,,
"PAA19970230","VILLAS DEL CARIBE","180A W WESTMORELAND ST","PHILADELPHIA",PA,"19140",40.000457,-75.131703,"42101019501",81,81,1997,1995,1,1,2,2,1,0,423341,,,
"PAA19970235","WALNUT / THOMPSON HOUSING","4230 W THOMPSON ST","PHILADELPHIA",PA,"19104",39.974793,-75.210741,"42XXXXXXXXX",35,35,1997,1996,1,1,2,2,1,0,0,,1,
"PAA19970240","WALNUT STREET APTS","325 WALNUT AVE","GREENSBURG",PA,"15601",40.307267,-79.543565,"42129803902",24,24,1997,1997,2,2,2,2,1,0,0,,,
"PAA19970245","WASHINGTON APTS","2174 WASHINGTON AVE","NORTHAMPTON",PA,"18067",40.692371,-75.498946,"42095016201",14,14,1997,1995,1,2,2,2,1,0,0,,,
"PAA19970247","WATERFORD AT STERLING PLACE","701 STERLING PL","LANCASTER",PA,"17603",40.013261,-76.316814,"42071013504",200,198,1997,1995,2,2,2,2,1,0,0,,,
"PAA19970250","WHITE DEER COMMONS","25 FORESMAN DR","NEW COLUMBIA",PA,"17856",41.043426,-76.869317,"42119090102",24,24,1997,1996,1,1,2,2,1,068422,0,,,
"PAA19970255","WIND GAP ELDERLY APTS","6 N BROADWAY","WIND GAP",PA,"18091",40.848391,-75.292076,"42095015700",20,20,1997,1996,1,2,2,2,1,0,0,,,
"PAA19970260","YARDS AT BALTIMORE ST","406 BALTIMORE ST","HANOVER",PA,"17331",39.795738,-76.977818,"42133022000",34,33,1997,1995,2,2,2,2,3,0,0,,,
"PAA19970265","YORKTOWN ARMS","1400 N 13TH ST","PHILADELPHIA",PA,"19122",39.97424,-75.156825,"42101014600",56,56,1997,1995,1,1,2,2,1,0,0,,,
"PAA19980010","ASHWORTH WOODS","860 ASHWORTH LN","BOALSBURG",PA,"16827",40.779426,-77.782227,"42027011800",60,60,1998,1996,2,2,2,2,1,0,0,,,
"PAA19980015","BELMONT AFFORDABLE HOUSING","4221 W GIRARD AVE","PHILADELPHIA",PA,"19104",39.97358,-75.210487,"42101011000",17,17,1998,1996,2,1,2,2,1,0,0,,,
"PAA19980025","BIG VALLEY APTS","1 TAYLOR DR","REEDSVILLE",PA,"17084",40.685889,-77.597241,"42087960200",12,12,1998,1998,2,2,2,1,3,0,0,,,
"PAA19980045","CALDWELL STATION APTS","510 STATION ST","WALL",PA,"15148",40.393415,-79.810225,"42003508000",18,9,1998,1996,1,2,2,2,1,0,0,,,
"PAA19980050","CANON APTS","1 W COLLEGE ST","CANONSBURG",PA,"15317",40.260103,-80.187021,"42125744102",42,42,1998,1997,1,2,2,2,1,485786,0,,,
"PAA19980055","CECIL B MOORE VILLAGE","1601 W OXFORD ST","PHILADELPHIA",PA,"19121",39.977866,-75.161417,"42101014700",34,34,1998,1996,2,2,2,2,3,0,100000,,,
"PAA19980065","CLIFF HOUSE","2700 CHESTNUT ST","CHESTER",PA,"19013",39.871072,-75.36485,"42045404500",68,68,1998,1996,2,2,2,2,1,0,0,,,
"PAA19980090","FLORENCE APTS","643 ADAMS AVE","SCRANTON",PA,"18510",41.411727,-75.658169,"42069100200",30,30,1998,1996,1,1,2,2,1,0,0,,,
"PAA19980095","FOURTH STREET ACCESS","1912 N FOURTH ST","PHILADELPHIA",PA,"19122",39.97998,-75.141162,"42XXXXXXXXX",24,24,1998,1996,1,1,2,2,1,0,0,,1,
"PAA19980105","GARFIELD COURT","187 SPRING ST","ROBINSON",PA,"15949",40.40095,-79.141597,"42063961500",8,8,1998,1996,1,2,2,2,1,355503,0,,,
"PAA19980115","HADDINGTON II","110 N MILLICK ST","PHILADELPHIA",PA,"19139",39.963884,-75.241846,"42XXXXXXXXX",28,28,1998,1996,1,1,2,2,3,0,0,,1,
"PAA19980130","HIGH STREET MANOR (SELINSGROVE)","441 S HIGH ST","SELINSGROVE",PA,"17870",40.795423,-76.864886,"42109070701",25,25,1998,1997,1,2,2,2,1,675000,0,,,
"PAA19980135","HOGAR DEESPERANZA","2203 GERMANTOWN AVE","PHILADELPHIA",PA,"19133",39.984905,-75.143866,"42101016200",20,20,1998,1996,1,1,2,2,1,0,0,,,
"PAA19980155","LANDISVILLE APTS PHASE II","170 ELIZABETH ST","LANDISVILLE",PA,"17538",40.094127,-76.426352,"42071011504",24,24,1998,1997,2,2,2,2,3,0,0,,,
"PAA19980160","LAUREL RUN COMMONS","406 PITT ST","TAMAQUA",PA,"18252",40.800372,-75.976586,"42107002600",24,24,1998,1996,2,1,2,1,1,0,0,,,
"PAA19980165","MADISON STREET TARGET AREA","807A MADISON ST","CHESTER",PA,"19013",39.853223,-75.358485,"42045404900",40,40,1998,1996,1,2,2,2,1,0,0,,,
"PAA19980205","ORCHARD RUN APTS II","200 APPLE BLOSSOM WAY","CHAMBERSBURG",PA,"17201",39.919887,-77.649709,"42055010800",40,40,1998,1996,1,2,2,2,1,322000,7000,,,
"PAA19980210","PARK VIEW AT NAAMAN CREEEK","808 CONCHESTER HWY","BOOTHWYN",PA,"19061",39.851793,-75.458777,"42045406805",80,79,1998,1996,1,2,2,2,1,500000,000000,,,
"PAA19980230","ROTH VILLAGE","62 VILLAGE CT","MECHANICSBURG",PA,"17050",40.274384,-76.973049,"42041011301",61,61,1998,1997,2,2,2,2,1,440000,0,,,
"PAA19980240","SHREWSBURY COURTYARDS","26 COURTYARDS DR","SHREWSBURY",PA,"17361",39.756941,-76.677281,"42XXXXXXXXX",47,47,1998,1996,1,2,2,2,1,0,0,,1,
"PAA19980255","SYLVAN HEIGHTS MANSION","1101 MARKET ST","HARRISBURG",PA,"17103",40.264489,-76.874075,"42043021300",48,44,1998,1996,1,1,2,2,1,0,0,,,
"PAA19980260","INDIANA HOUSE","574 PHILADELPHIA ST","INDIANA",PA,"15701",40.619436,-79.126612,"42063960800",4,4,1998,1997,2,2,2,2,1,0,0,,,
"PAA19980265","TIOGA AFFORDABLE HOUSING TWO","2216 W TIOGA ST","PHILADELPHIA",PA,"19140",40.007748,-75.165445,"42101020200",7,7,1998,1998,2,1,2,2,1,0,0,,,
"PAA19980275","VALLEY VIEW APTS","104 VALLEY VIEW DR","FORD CITY",PA,"16226",40.786743,-79.516645,"42005950900",11,11,1998,1997,1,2,2,2,1,356167,0,,,
"PAA19980280","VILLA MARIA","819 W EIGHTH ST","ERIE",PA,"16502",42.120977,-80.101104,"42XXXXXXXXX",41,40,1998,1996,2,2,2,2,3,900000,0,,1,
"PAA19980285","WEST PROSPECT PLACE APTS","38 W PROSPECT AVE","WASHINGTON",PA,"15301",40.163213,-80.244643,"42125754200",5,5,1998,1998,1,2,2,2,1,0,0,,,
"PAA19980290","WHISTLESTOP VIEW APTS","443 W HIGH ST","ELIZABETHTOWN",PA,"17022",40.148598,-76.61321,"42XXXXXXXXX",37,37,1998,1997,1,2,2,2,1,0,0,0,1,
"PAA19990015","BELMONT AFFORDABLE HOUSING II","","PHILADELPHIA",PA,"19122",39.979,-75.1418,"42101015600",20,20,1999,1997,2,1,2,2,2,0,0,,,
"PAA19990020","BRANTWOOD II","4144 PARKSIDE AVE","PHILADELPHIA",PA,"19104",39.975925,-75.208896,"42101011000",16,16,1999,1996,1,1,2,2,2,0,0,,,
"PAA19990025","BRETHREN HOUSE","51 W SIMPSON ST","MECHANICSBURG",PA,"17055",40.210871,-77.009281,"42041011500",5,5,1999,1998,2,2,2,2,3,,,,,
"PAA19990030","BROOKS SCHOOL APTS","5630 WYALUSING AVE","PHILADELPHIA",PA,"19131",39.968541,-75.233204,"42101010200",33,33,1999,1997,2,1,2,2,2,0,0,,,
"PAA19990040","CARL MACKLEY APTS","1401 E BRISTOL ST","PHILADELPHIA",PA,"19124",40.012109,-75.098613,"42101019000",184,184,1999,1997,2,2,2,2,3,,,,,
"PAA19990045","CHARLES E WOLF APTS","1501 11TH AVE","ALTOONA",PA,"16601",40.513334,-78.404788,"42013101900",90,90,1999,1997,2,1,2,2,2,,,,,
"PAA19990050","CHARLES STREET APTS","121 FIRST AVE","RED LION",PA,"17356",39.899902,-76.609819,"42133023100",50,50,1999,1997,2,2,2,2,2,,,,,
"PAA19990055","CLARION COMMONS","202 MAIN ST","CLARION",PA,"16214",41.202117,-79.322658,"42XXXXXXXXX",24,24,1999,1998,2,2,2,1,1,,,,1,
"PAA19990060","CONSTANTIN BUILDING","5720 FRIENDSHIP AVE","PITTSBURGH",PA,"15206",40.459883,-79.930653,"42003111500",37,37,1999,1996,1,2,2,2,3,0,0,,,
"PAA19990065","COTTAGES OF SHIPPENSBURG","300 DWELLING CT","SHIPPENSBURG",PA,"17257",40.047656,-77.505592,"42041013200",120,120,1999,1996,2,1,2,2,2,0,0,,,
"PAA19990067","CRAWFORD SQUARE PHASE III","510 PROTECTORY PL","PITTSBURGH",PA,"15219",40.441668,-79.985407,"42XXXXXXXXX",74,48,1999,1997,2,1,2,2,1,0,700000,,1,
"PAA19990070","DENNY TAG BUILDING","30 W BARNARD ST","WEST CHESTER",PA,"19382",39.957442,-75.603454,"42XXXXXXXXX",63,63,1999,1996,2,2,2,2,2,0,0,,1,
"PAA19990075","EAGLEVIEW SENIOR APTS","549 DICKINSON CT","EXTON",PA,"19341",40.063797,-75.684473,"42029304406",49,49,1999,1997,2,2,2,2,1,400000,0,,,
"PAA19990080","EMMA LAZARUS PLACE","921 MUHLENBERG ST","READING",PA,"19602",40.329795,-75.919612,"42XXXXXXXXX",10,10,1999,1997,1,2,2,2,2,0,0,,1,
"PAA19990082","EPHRATA FAMILY HOUSING","10 W LOCUST ST","EPHRATA",PA,"17522",40.180079,-76.176032,"42071012301",11,11,1999,1998,1,2,2,2,3,0,0,,,
"PAA19990085","GALLATIN SCHOOL","155 N GALLATIN AVE","UNIONTOWN",PA,"15401",39.906466,-79.722358,"42051261900",30,30,1999,1997,1,1,2,2,3,0,0,,,
"PAA19990095","GRANDVIEW APTS","100 GRANDVIEW DR","EASTON",PA,"18045",40.667105,-75.246883,"42095017502",57,57,1999,1997,1,2,2,2,2,0,0,,,
"PAA19990097","GRANDVIEW II","200 GRANDVIEW DR","EASTON",PA,"18045",40.663503,-75.24806,"42095017502",60,60,1999,1998,1,2,2,2,1,0,0,,,
"PAA19990100","HAYS MANOR","209 LOCUST ST","MC KEES ROCKS",PA,"15136",40.46668,-80.056172,"42003464400",138,138,1999,1997,2,2,2,2,1,0,0,,,
"PAA19990105","HELP PHILADELPHIA I","4900 WYALUSING AVE","PHILADELPHIA",PA,"19131",39.969895,-75.219894,"42101010400",40,40,1999,1996,1,1,2,2,2,0,0,,,
"PAA19990107","HELP PHILADELPHIA II","4900 WYALUSING AVE","PHILADELPHIA",PA,"19131",39.969895,-75.219894,"42101010400",50,50,1999,1997,1,1,2,2,1,0,0,,,
"PAA19990108","HITE HOUSE","121 W MAIN ST","STOYSTOWN",PA,"15563",40.103561,-78.954339,"42111020500",28,28,1999,1998,2,2,2,2,1,957600,11300,,,
"PAA19990110","HONEY BROOK SCHOOL","3960 HORSESHOE PIKE","HONEY BROOK",PA,"19344",40.090041,-75.904983,"42XXXXXXXXX",33,33,1999,1997,2,2,2,2,3,0,0,,1,
"PAA19990115","HOPKINS COMMONS PHASE II","426 N KEYSTONE AVE","SAYRE",PA,"18840",41.991422,-76.528618,"42015950300",15,15,1999,1997,2,2,2,2,2,496284,0,,,
"PAA19990125","LITTLE CREEK APTS","500 COLUMBUS WAY","SAXONBURG",PA,"",40.753024,-79.812453,"42019911502",26,26,1999,1997,2,2,2,1,1,0,0,,,
"PAA19990130","MANCHESTER HOPE","1406 W N AVE","PITTSBURGH",PA,"15233",40.452372,-80.025899,"42003565200",20,20,1999,1996,2,1,2,2,2,0,0,,,
"PAA19990135","MANCHESTER HOPE PHASE II","1105 PENNSYLVANIA AVE","PITTSBURGH",PA,"15233",40.454796,-80.021407,"42003565200",25,25,1999,1996,2,1,2,2,2,0,0,,,
"PAA19990140","MARIENVILLE WEST APTS","100 HEMLOCK LN","TIONESTA",PA,"16353",41.448344,-79.557358,"42XXXXXXXXX",20,20,1999,1997,2,2,2,1,1,0,0,,1,
"PAA19990142","MARLTON RESIDENCES","1731 MARLTON AVE","PHILADELPHIA",PA,"19104",39.975188,-75.208012,"42101011000",25,25,1999,1997,2,1,2,2,1,0,0,,,
"PAA19990150","MID-CITY YWCA APTS","2025 CHESTNUT ST","PHILADELPHIA",PA,"19103",39.952264,-75.17393,"42101000401",60,60,1999,1997,2,2,2,2,2,0,0,,,
"PAA19990152","MILFORD COMMONS APTS","1800 MILFORD COMMONS","EAST STROUDSBURG",PA,"18301",41.029373,-75.176992,"42089300502",88,88,1999,1997,2,1,2,2,1,0,0,,,
"PAA19990153","MORAVIAN HOUSE III","133 W UNION BLVD","BETHLEHEM",PA,"18018",40.625003,-75.38365,"42095010800",50,50,1999,1997,1,2,2,2,1,780950,0,,,
"PAA19990155","MOUNTAINVILLE MANOR","1920 S FIFTH ST","ALLENTOWN",PA,"18103",40.579194,-75.45702,"42077001501",20,20,1999,1999,1,2,2,2,1,0,0,,,
"PAA19990157","MUNHALL RETIREMENT RESIDENCE","1000 ANDREW ST","MUNHALL",PA,"15120",40.407155,-79.901115,"42003484300",59,58,1999,1998,2,2,2,2,1,0,0,,,
"PAA19990160","MURPHY OLIKER APTS","468 FRANKLIN AVE","ALIQUIPPA",PA,"15001",40.615925,-80.248212,"42007605700",11,11,1999,1996,1,2,2,2,2,0,0,,,
"PAA19990168","NESQUEHONING SCHOOL APTS","90 E CATAWISSA ST","NESQUEHONING",PA,"18240",40.865235,-75.809502,"42025020301",32,32,1999,1997,2,2,2,2,1,0,0,,,
"PAA19990170","NEW FREEDOM APTS","178 SPRINGWOOD DR","NEW FREEDOM",PA,"17349",39.739989,-76.69784,"42133023821",28,28,1999,1998,2,2,2,2,1,0,0,,,
"PAA19990172","NEW HOLLAND APTS","146 E FRANKLIN ST","NEW HOLLAND",PA,"17557",40.101484,-76.087412,"42071012800",56,55,1999,1999,1,2,2,2,1,0,0,,,
"PAA19990175","NEW VISIONS - SHIPPENSBURG","7 E ORANGE ST","SHIPPENSBURG",PA,"17257",40.049291,-77.519625,"42041013200",10,10,1999,1997,1,2,2,2,2,241935,41000,,,
"PAA19990180","OAK VIEW TERRACE","1407 OAK ST","LEBANON",PA,"17042",40.331676,-76.433717,"42075000200",22,22,1999,1997,1,2,2,2,2,508647,200000,,,
"PAA19990185","OLYPHANT SENIOR HOUSING","211 SUSQUEHANNA AVE","OLYPHANT",PA,"18447",41.470509,-75.602165,"42069111400",43,43,1999,1997,1,2,2,2,1,0,0,,,
"PAA19990187","OXFORD VILLAGE","1101 LAUREN LN","OXFORD",PA,"19363",39.786036,-75.970101,"42029308000",50,50,1999,1998,2,2,2,2,1,800000,0,,,
"PAA19990190","PARKER SQUARE","700 PARKER AVE","BRADDOCK",PA,"15104",40.402673,-79.866586,"42003513800",11,10,1999,1998,2,2,2,2,1,0,0,,,
"PAA19990195","PARKVIEW AT MANCHESTER HEIGHTS","1900 BARLEY RD","YORK",PA,"17408",39.97825,-76.780116,"42133021410",64,64,1999,1997,1,2,2,2,2,750000,0,,,
"PAA19990197","PENNLEY PARK APTS","200 N NEGLEY AVE","PITTSBURGH",PA,"",40.464454,-79.929899,"42003111500",102,25,1999,1997,1,1,2,2,1,0,0,,,
"PAA19990200","REED HOUSE","1320 S 32ND ST","PHILADELPHIA",PA,"19146",39.937657,-75.197021,"42101003300",67,67,1999,1997,2,1,2,2,1,0,375800,,,
"PAA19990205","RESIDENCE AT 6000 BALTIMORE","6018 BALTIMORE AVE","PHILADELPHIA",PA,"19143",39.944376,-75.243889,"42101006500",46,46,1999,1997,2,2,2,2,1,0,0,,,
"PAA19990207","RIVERVIEW APTS","411 DELAWARE AVE","ROCHESTER",PA,"15074",40.702616,-80.28943,"42007602100",18,18,1999,1998,2,2,2,2,1,0,0,,,
"PAA19990210","ROBINSON MANOR","1 ROBINSON MANOR BLVD","MC KEES ROCKS",PA,"15136",40.450397,-80.125174,"42003459201",45,45,1999,1996,2,2,2,2,2,0,0,,,
"PAA19990215","SECOND AVENUE REVITALIZATION PROJ","20 N SECOND AVE","COATESVILLE",PA,"19320",39.983806,-75.822555,"42029305500",62,62,1999,1996,1,2,2,2,3,0,0,,,
"PAA19990220","SHANER HEIGHTS TOWNHOUSES","389 OGGS LN","IRWIN",PA,"15642",40.281543,-79.753851,"42129805100",11,11,1999,1998,1,2,2,2,1,0,0,,,
"PAA19990225","SIDEWATER HOUSE","780 BYBERRY RD","PHILADELPHIA",PA,"19116",40.12157,-75.012348,"42101035900",62,62,1999,1997,1,2,1,2,1,0,0,,,
"PAA19990230","SIXTH & BERKS STREET","1862 N SIXTH ST","PHILADELPHIA",PA,"19122",39.9797,-75.145008,"42XXXXXXXXX",26,26,1999,1997,1,1,2,2,1,0,172487,,1,
"PAA19990232","SIXTH STREET ELDERLY APTS","1029 SIXTH ST","WHITEHALL",PA,"18052",40.638084,-75.475218,"42077005702",48,48,1999,1998,1,2,2,2,1,0,0,,,
"PAA19990235","SKW HOUSING PROJECT","423 S GEORGE ST","YORK",PA,"17401",39.956457,-76.724314,"42133000700",34,34,1999,1996,1,1,2,2,2,0,0,,,
"PAA19990240","SMYSER STREET APTS","201 N PENN ST","YORK",PA,"17401",39.962586,-76.738407,"42133001500",21,21,1999,1998,1,2,2,2,1,0,0,,,
"PAA19990245","ST GABRIEL HOUSE","142 S WYOMING ST","HAZLETON",PA,"18201",40.950402,-75.975533,"42079217200",12,12,1999,1997,1,1,2,2,1,0,0,,,
"PAA19990247","SUNSHINE HOMES","","READING",PA,"19601",40.3459,-75.9355,"42011001000",10,10,1999,1997,1,2,2,2,1,0,0,,,
"PAA19990255","MCALISTER INN","11 YORK ST","HANOVER",PA,"17331",39.800778,-76.982194,"42XXXXXXXXX",34,34,1999,1997,2,2,2,2,1,0,0,,1,
"PAA19990257","TROUTMAN BUILDING","200 S MAIN ST","GREENSBURG",PA,"15601",40.301349,-79.544082,"42129804100",27,27,1999,1997,2,1,2,2,3,0,0,,,
"PAA19990260","UNIVERSAL COURT I","913 S 15TH ST","PHILADELPHIA",PA,"19146",39.939778,-75.167837,"42101001900",32,32,1999,1996,1,1,2,2,2,0,0,,,
"PAA19990265","VILLA MARIA II","815 PLUM ST","ERIE",PA,"16502",42.120297,-80.101729,"42XXXXXXXXX",30,30,1999,1997,2,2,2,2,1,825000,0,,1,
"PAA19990270","VILLAGE AT BRIERWOOD","1518 BRIERWOOD DR","SOMERSET",PA,"15501",39.991877,-79.089876,"42111021000",11,11,1999,1998,1,2,2,2,1,493826,0,,,
"PAA19990272","WATERFORD AT SUMMIT VIEW","8301 PRESIDENTS DR","HUMMELSTOWN",PA,"17036",40.264932,-76.742119,"42043022800",132,130,1999,1997,2,2,2,2,1,0,0,,,
"PAA19990273","WILLOW RIDGE","21 ROSEWOOD DR","HERSHEY",PA,"17033",40.295936,-76.640668,"42043024200",60,60,1999,1998,1,2,2,2,1,257159,205982,,,
"PAA19990274","WIND GAP MANOR","665 ALPHA RD","WIND GAP",PA,"18091",40.854396,-75.28875,"42095015700",26,26,1999,1997,2,2,2,2,1,957159,0,,,
